0.37712077550647655,Percent of Students with High Needs
0.16402567567711274,Total Number of Students Enrolled
0.08709527054691127,Number of Students Enrolled in Grade 10
0.08573311602774752,Percent of Students who are Economically Disadvantaged
0.07286509006397686,Number of Students Enrolled in Grade 12
0.014504444030109554,Average Class Size
0.010679857654484485,Percent of Students who are White
0.009674257601893695,Percent of Students with Disabilities
0.009286976580397325,Number of Students Enrolled in Grade 11
0.006765478599863151,Percent of Students who are Hispanic
