0.5346864517270722,Percent of Students with High Needs
0.10769851294185127,Percent of Students who are Economically Disadvantaged
0.10139883502234096,Percent of Students who are White
0.03565789529904602,Percent of Population over 25 whose highest level of education is an Associate's Degree
0.028496680870206587,Percent of Females over 16 that are Married
0.02082409116163592,Percent of Students who are Native Hawaiian or Pacific Islander
0.014123705914408752,Percent of Population Aged between 15 and 19 years
0.01399225919224989,"Percent of Multi-Racial, Non-Hispanic Students"
0.012996133447553113,Number of Students Enrolled in Grade 9
0.012749010296308217,Percent of Population with German Ancestry
